HCPCS,MOD,MOD2,CATG,ALNR,ALR,ARNR,ARR,AZNR,AZR,CANR,CAR,CONR,COR,CTNR,CTR,DCNR,DCR,DENR,DER,FLNR,FLR,GANR,GAR,IANR,IAR,IDNR,IDR,ILNR,ILR,INNR,INR,KSNR,KSR,KYNR,KYR,LANR,LAR,MANR,MAR,MDNR,MDR,MENR,MER,MINR,MIR,MNNR,MNR,MONR,MOR,MSNR,MSR,MTNR,MTR,NCNR,NCR,NDNR,NDR,NENR,NER,NHNR,NHR,NJNR,NJR,NMNR,NMR,NVNR,NVR,NYNR,NYR,OHNR,OHR,OKNR,OKR,ORNR,ORR,PANR,PAR,RINR,RIR,SCNR,SCR,SDNR,SDR,TNNR,TNR,TXNR,TXR,UTNR,UTR,VANR,VAR,VTNR,VTR,WANR,WAR,WINR,WIR,WVNR,WVR,WYNR,WYR,AKNR,AKR,HINR,HIR,PRNR,PRR,VINR,VIR,PEN,FROMDATE,TODATE
A4331, , ,OS,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,3.73,0,4.04,0,4.46,0,3.7,0, ,7/01/2021,9/30/2021
A4332, , ,OS,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.13,0,0.14,0,0.18,0,0.13,0, ,7/01/2021,9/30/2021
A4333, , ,OS,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,0,3.34,0,3.59,0,2.83,0,2.58,0, ,7/01/2021,9/30/2021
A4334, , ,OS,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,5.73,0,3.1,0,3.29,0,6.32,0,5.73,0, ,7/01/2021,9/30/2021
A4336, , ,OS,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.67,0,1.83,0,1.67,0, ,7/01/2021,9/30/2021
A4338, , ,OS,14.28,0,14.28,0,14.28,0,14.28,0,14.28,0,13.75,0,14.28,0,12.28,0,14.28,0,12.14,0,14.28,0,14.28,0,14.28,0,14.28,0,14.28,0,14.28,0,14.28,0,14.28,0,12.28,0,14.28,0,14.28,0,14.28,0,14.28,0,14.28,0,14.28,0,12.64,0,14.28,0,14.28,0,14.28,0,12.28,0,12.14,0,14.28,0,12.14,0,14.28,0,12.14,0,14.28,0,12.28,0,13.55,0,14.28,0,14.28,0,12.58,0,14.28,0,14.28,0,14.28,0,14.28,0,14.28,0,14.28,0,14.28,0,14.28,0,14.43,0,15.42,0,15.76,0,12.14,0, ,7/01/2021,9/30/2021
A4340, , ,OS,36.83,0,36.96,0,36.96,0,32.67,0,36.96,0,36.96,0,36.96,0,36.96,0,36.96,0,31.55,0,35.33,0,36.96,0,31.42,0,31.42,0,31.42,0,31.81,0,36.96,0,36.96,0,36.96,0,36.96,0,31.42,0,31.42,0,33.84,0,31.42,0,31.42,0,31.42,0,36.96,0,31.42,0,35.33,0,36.96,0,33.71,0,31.42,0,36.96,0,31.42,0,33.71,0,36.96,0,36.96,0,36.96,0,31.42,0,36.96,0,36.96,0,36.96,0,31.42,0,36.96,0,36.96,0,36.96,0,36.96,0,31.42,0,36.96,0,33,0,35.27,0,40.64,0,36.96,0, ,7/01/2021,9/30/2021
A4344, , ,OS,18.42,0,18.64,0,18.64,0,18.64,0,18.45,0,15.84,0,15.84,0,15.84,0,18.64,0,15.84,0,18.64,0,15.84,0,16,0,18.64,0,18.64,0,18.64,0,18.64,0,17.69,0,17.92,0,18.64,0,18.64,0,17.85,0,16.89,0,17.04,0,15.84,0,16.71,0,18.64,0,18.64,0,18.64,0,15.84,0,18.64,0,18.64,0,18.64,0,18.64,0,18.64,0,18.64,0,15.84,0,16.37,0,16.56,0,17.86,0,17.05,0,15.84,0,15.84,0,18.64,0,18.64,0,18.64,0,18.64,0,18.64,0,15.84,0,20.99,0,22.42,0,31.67,0,18.64,0, ,7/01/2021,9/30/2021
A4346, , ,OS,22.8,0,19.38,0,22.41,0,22.11,0,22.8,0,22.8,0,19.84,0,19.84,0,22.8,0,19.38,0,22.8,0,19.38,0,22.8,0,22.8,0,22.8,0,22.8,0,22.8,0,22.8,0,22.57,0,19.38,0,22.8,0,22.8,0,19.38,0,20.2,0,20.76,0,19.38,0,22.8,0,22.8,0,19.38,0,19.84,0,22.8,0,22.41,0,20.67,0,22.8,0,22.8,0,22.8,0,19.84,0,19.38,0,19.38,0,22.8,0,22.8,0,19.38,0,22.8,0,22.8,0,19.38,0,19.38,0,22.64,0,22.8,0,22.8,0,22.32,0,23.88,0,20.12,0,20.67,0, ,7/01/2021,9/30/2021
A4349, , ,OS,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.34,0,2.42,0,2.63,0,2.63,0,2.34,0, ,7/01/2021,9/30/2021
A4351, , ,OS,2.11,0,1.98,0,2.11,0,1.79,0,1.79,0,2.11,0,2.01,0,2.01,0,2.11,0,2.1,0,2.11,0,1.79,0,2.11,0,1.79,0,2.11,0,1.79,0,1.98,0,2.11,0,2.11,0,2.11,0,2.11,0,2.11,0,2.11,0,1.95,0,1.79,0,1.79,0,1.79,0,2.11,0,2.11,0,2.01,0,2.11,0,2.11,0,1.79,0,1.98,0,2.11,0,2.11,0,2.01,0,2.11,0,2.11,0,1.79,0,1.79,0,2.11,0,1.79,0,1.89,0,2.11,0,2.11,0,2.11,0,1.98,0,1.79,0,1.31,0,1.38,0,1.72,0,1.79,0, ,7/01/2021,9/30/2021
A4352, , ,OS,7.48,0,6.36,0,7.48,0,7.48,0,7.26,0,7.48,0,7.48,0,7.48,0,6.36,0,7.34,0,7.48,0,7.48,0,6.36,0,6.36,0,7.48,0,6.36,0,6.36,0,7.48,0,7.48,0,7.48,0,6.36,0,6.36,0,7.48,0,7.48,0,6.36,0,6.9,0,6.36,0,7.48,0,7.48,0,7.48,0,6.38,0,7.48,0,7.48,0,6.36,0,6.38,0,7.48,0,7.48,0,6.36,0,7.48,0,6.36,0,6.36,0,7.44,0,6.36,0,7.48,0,7.48,0,7.48,0,6.36,0,6.36,0,6.36,0,11.67,0,12.47,0,9.05,0,7.48,0, ,7/01/2021,9/30/2021
A4353, , ,OS,8.15,0,8.15,0,8.15,0,8.15,0,8.15,0,8.14,0,8.14,0,8.14,0,8.14,0,8.15,0,8.15,0,8.15,0,8.14,0,8.15,0,8.15,0,8.15,0,8.15,0,8.14,0,8.14,0,8.14,0,8.15,0,8.15,0,8.15,0,8.15,0,8.15,0,8.15,0,8.15,0,8.15,0,8.14,0,8.14,0,8.15,0,8.15,0,8.14,0,8.14,0,8.15,0,8.15,0,8.14,0,8.14,0,8.15,0,8.15,0,8.15,0,8.14,0,8.15,0,8.14,0,8.14,0,8.15,0,8.15,0,8.14,0,8.15,0,8.22,0,8.78,0,8.95,0,8.15,0, ,7/01/2021,9/30/2021
A4354, , ,OS,13.74,0,13.74,0,13.74,0,13.74,0,13.74,0,13.74,0,13.62,0,13.62,0,11.68,0,11.68,0,13.74,0,12.93,0,13.74,0,13.55,0,13.74,0,13.74,0,13.74,0,13.74,0,11.85,0,13.74,0,11.86,0,13.74,0,13.74,0,13.74,0,11.68,0,13.74,0,11.68,0,13.74,0,11.68,0,13.62,0,12.61,0,13.74,0,11.68,0,13.74,0,13.2,0,11.68,0,13.62,0,13.74,0,13.74,0,13.45,0,13.74,0,13.74,0,11.68,0,11.68,0,11.68,0,11.68,0,13.55,0,13.74,0,11.68,0,20.84,0,22.3,0,20.61,0,11.68,0, ,7/01/2021,9/30/2021
A4355, , ,OS,9.66,0,10.38,0,9.16,0,10.38,0,10.38,0,10.38,0,10.38,0,10.38,0,8.82,0,9.45,0,10.27,0,8.82,0,10.38,0,10.38,0,10.27,0,10.38,0,10.38,0,8.82,0,10.38,0,8.82,0,10.38,0,10.38,0,10.27,0,10.38,0,9.32,0,10.38,0,8.82,0,10.27,0,8.82,0,10.38,0,8.82,0,9.16,0,10.38,0,10.38,0,8.82,0,10.38,0,10.38,0,10.38,0,9.7,0,8.82,0,10.38,0,10.38,0,8.82,0,10.38,0,8.82,0,10.38,0,10.38,0,10.23,0,8.82,0,10.49,0,11.19,0,27.53,0,10.38,0, ,7/01/2021,9/30/2021
A4356, , ,OS,53.11,0,53.11,0,49.82,0,53.11,0,45.14,0,53.11,0,53.11,0,53.11,0,53.11,0,53.11,0,50.45,0,45.14,0,53.11,0,53.11,0,52.57,0,53.11,0,53.11,0,45.14,0,52.04,0,45.14,0,53.11,0,53.11,0,53.11,0,48.44,0,50.45,0,52.8,0,53.11,0,50.92,0,45.14,0,53.11,0,53.11,0,45.8,0,45.14,0,53.11,0,45.14,0,49.39,0,53.11,0,45.14,0,49.05,0,53.11,0,53.11,0,45.14,0,53.11,0,45.14,0,45.14,0,45.14,0,53.11,0,53.11,0,45.14,0,60.76,0,64.94,0,38.36,0,45.14,0, ,7/01/2021,9/30/2021
A4357, , ,OS,11.3,0,11.3,0,11.25,0,11.3,0,11.3,0,10.87,0,10.7,0,10.7,0,11.3,0,9.61,0,10.62,0,9.61,0,11.3,0,11.3,0,11.11,0,9.61,0,11.3,0,9.61,0,11.3,0,9.61,0,11.3,0,11.3,0,11.3,0,9.61,0,9.61,0,11.3,0,11.3,0,11.04,0,11.3,0,10.7,0,9.61,0,11.3,0,11.3,0,11.3,0,9.61,0,11.3,0,10.7,0,9.61,0,11.3,0,11.3,0,9.61,0,9.61,0,9.61,0,10.01,0,9.61,0,11.3,0,11.3,0,11.3,0,11.3,0,11.76,0,12.58,0,11.41,0,11.3,0, ,7/01/2021,9/30/2021
A4358, , ,OS,7.24,0,7.72,0,6.86,0,7.61,0,7.72,0,7.72,0,7.72,0,7.72,0,7.72,0,7.56,0,6.56,0,6.56,0,7.72,0,6.56,0,7.72,0,6.56,0,7.72,0,7.72,0,7.72,0,6.89,0,6.83,0,7.61,0,6.63,0,6.89,0,7.39,0,7.72,0,7.72,0,7.72,0,6.56,0,7.72,0,7.72,0,7.72,0,7.29,0,7.72,0,7.72,0,6.8,0,7.72,0,7.72,0,6.56,0,6.56,0,6.56,0,6.56,0,7.62,0,7.72,0,7.72,0,7.52,0,7.72,0,7.72,0,7.72,0,7.67,0,8.2,0,6.47,0,7.29,0, ,7/01/2021,9/30/2021
A4360, , ,OS,0.57,0,0.57,0,0.54,0,0.57,0,0.48,0,0.57,0,0.57,0,0.57,0,0.57,0,0.57,0,0.54,0,0.48,0,0.57,0,0.57,0,0.57,0,0.57,0,0.57,0,0.48,0,0.55,0,0.48,0,0.57,0,0.57,0,0.57,0,0.51,0,0.54,0,0.57,0,0.57,0,0.54,0,0.48,0,0.57,0,0.57,0,0.49,0,0.48,0,0.57,0,0.48,0,0.51,0,0.57,0,0.48,0,0.51,0,0.57,0,0.57,0,0.48,0,0.57,0,0.48,0,0.48,0,0.48,0,0.57,0,0.57,0,0.48,0,0.73,0,0.77,0,0.41,0,0.48,0, ,7/01/2021,9/30/2021
A4361, , ,OS,21.38,0,20.83,0,21.38,0,21.38,0,20.74,0,18.17,0,21.25,0,21.25,0,21.38,0,18.78,0,18.17,0,21.38,0,21.38,0,21.38,0,18.17,0,21.38,0,18.17,0,20.74,0,18.17,0,20.74,0,21.38,0,21.38,0,18.17,0,21.38,0,21.38,0,21.38,0,21.38,0,18.17,0,20.74,0,21.25,0,18.17,0,21.38,0,18.17,0,21.38,0,18.17,0,21.38,0,21.25,0,19.7,0,21.38,0,18.17,0,21.38,0,21.38,0,21.38,0,19.45,0,20.74,0,21.38,0,21.38,0,21.38,0,21.38,0,31.43,0,33.61,0,11.98,0,18.17,0, ,7/01/2021,9/30/2021
A4362, , ,OS,3.43,0,4.04,0,4.04,0,3.98,0,4.04,0,4.04,0,4.04,0,4.04,0,3.97,0,3.43,0,4.04,0,4.04,0,3.43,0,3.77,0,4.04,0,3.69,0,4.04,0,3.43,0,4.04,0,3.68,0,3.49,0,3.96,0,4.04,0,3.43,0,3.62,0,4.04,0,4.04,0,4.04,0,4.04,0,4.04,0,3.43,0,4.04,0,4.04,0,3.96,0,3.43,0,3.43,0,4.04,0,4.04,0,4.04,0,4.04,0,3.64,0,3.73,0,3.53,0,3.43,0,3.43,0,4.04,0,3.43,0,3.96,0,4.04,0,4.02,0,4.24,0,4.09,0,4.04,0, ,7/01/2021,9/30/2021
A4363, , ,OS,2.35,0,2.76,0,2.58,0,2.76,0,2.76,0,2.65,0,2.76,0,2.76,0,2.76,0,2.35,0,2.76,0,2.76,0,2.76,0,2.76,0,2.76,0,2.35,0,2.76,0,2.76,0,2.76,0,2.35,0,2.76,0,2.76,0,2.76,0,2.35,0,2.64,0,2.76,0,2.35,0,2.35,0,2.35,0,2.76,0,2.35,0,2.58,0,2.35,0,2.76,0,2.35,0,2.76,0,2.76,0,2.65,0,2.55,0,2.35,0,2.35,0,2.76,0,2.58,0,2.35,0,2.35,0,2.76,0,2.64,0,2.76,0,2.64,0,2.32,0,2.32,0,1.81,0,2.35,0, ,7/01/2021,9/30/2021
A4364, , ,OS,3.3,0,3.43,0,3.43,0,2.92,0,3.43,0,3.43,0,3.43,0,3.43,0,3.06,0,2.92,0,3.43,0,3.43,0,2.92,0,2.92,0,3.43,0,3.43,0,3.43,0,3.36,0,3.43,0,3.43,0,3.43,0,3.43,0,3.43,0,3.43,0,2.92,0,2.92,0,2.92,0,3.43,0,3.43,0,3.43,0,3.43,0,3.43,0,3.43,0,2.92,0,3.43,0,3.43,0,3.43,0,3.36,0,3,0,2.92,0,3.04,0,3.15,0,3.43,0,3.43,0,3.43,0,3.18,0,2.92,0,2.92,0,2.92,0,2.57,0,2.73,0,7.66,0,3.43,0, ,7/01/2021,9/30/2021
A4366, , ,OS,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.81,0,1.5,0, ,7/01/2021,9/30/2021
A4367, , ,OS,7.74,0,8.13,0,8.57,0,8.13,0,8.57,0,8.57,0,8.57,0,8.57,0,8.57,0,7.84,0,7.86,0,8.02,0,8.24,0,8.57,0,8.57,0,8.57,0,7.72,0,7.71,0,8.57,0,8.57,0,7.28,0,8.57,0,8.57,0,7.28,0,8.48,0,7.28,0,8.48,0,8.57,0,8.22,0,8.57,0,8.47,0,8.57,0,7.96,0,8.57,0,8.57,0,8.57,0,8.57,0,8.57,0,7.98,0,8.57,0,7.28,0,7.93,0,8.57,0,8.54,0,7.28,0,7.93,0,8.57,0,8.57,0,8.48,0,8.19,0,8.75,0,8.53,0,7.96,0, ,7/01/2021,9/30/2021
A4368, , ,OS,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.3,0,0.31,0,0.29,0, ,7/01/2021,9/30/2021
A4369, , ,OS,2.83,0,2.83,0,2.41,0,2.41,0,2.83,0,2.83,0,2.83,0,2.83,0,2.83,0,2.83,0,2.41,0,2.41,0,2.83,0,2.83,0,2.41,0,2.83,0,2.83,0,2.83,0,2.83,0,2.83,0,2.83,0,2.83,0,2.41,0,2.83,0,2.41,0,2.83,0,2.41,0,2.41,0,2.83,0,2.83,0,2.83,0,2.41,0,2.83,0,2.83,0,2.83,0,2.41,0,2.83,0,2.83,0,2.83,0,2.41,0,2.83,0,2.83,0,2.41,0,2.83,0,2.83,0,2.41,0,2.83,0,2.83,0,2.41,0,2.09,0,2.09,0,3.28,0,2.83,0, ,7/01/2021,9/30/2021
A4371, , ,OS,4.24,0,4.24,0,4.19,0,4.19,0,4.24,0,4.24,0,4.24,0,4.24,0,4.24,0,4.24,0,4.19,0,4.19,0,4.24,0,4.24,0,4.19,0,4.24,0,4.24,0,4.24,0,4.24,0,4.24,0,4.24,0,4.24,0,4.19,0,4.24,0,4.19,0,4.24,0,4.19,0,4.19,0,4.24,0,4.24,0,4.24,0,4.19,0,4.24,0,4.24,0,4.24,0,4.19,0,4.24,0,4.24,0,4.24,0,4.19,0,4.24,0,4.24,0,4.19,0,4.24,0,4.24,0,4.19,0,4.24,0,4.24,0,4.19,0,4.19,0,4.19,0,4.98,0,4.24,0, ,7/01/2021,9/30/2021
A4372, , ,OS,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.88,0,4.91,0,5.28,0,5.37,0,4.88,0, ,7/01/2021,9/30/2021
A4373, , ,OS,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.29,0,7.36,0,7.88,0,8.03,0,7.29,0, ,7/01/2021,9/30/2021
A4375, , ,OS,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,19.99,0,20.16,0,21.58,0,21.98,0,19.99,0, ,7/01/2021,9/30/2021
A4376, , ,OS,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.39,0,55.94,0,59.82,0,60.94,0,55.39,0, ,7/01/2021,9/30/2021
A4377, , ,OS,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,4.99,0,5.04,0,5.41,0,5.5,0,4.99,0, ,7/01/2021,9/30/2021
A4378, , ,OS,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,35.79,0,36.14,0,38.64,0,39.34,0,35.79,0, ,7/01/2021,9/30/2021
A4379, , ,OS,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.48,0,17.67,0,18.91,0,19.24,0,17.48,0, ,7/01/2021,9/30/2021
A4380, , ,OS,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.46,0,43.87,0,46.92,0,47.78,0,43.46,0, ,7/01/2021,9/30/2021
A4381, , ,OS,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.39,0,5.44,0,5.79,0,5.89,0,5.39,0, ,7/01/2021,9/30/2021
A4382, , ,OS,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.66,0,28.94,0,30.97,0,31.46,0,28.66,0, ,7/01/2021,9/30/2021
A4383, , ,OS,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,32.82,0,33.19,0,35.47,0,36.13,0,32.82,0, ,7/01/2021,9/30/2021
